UID,Name,Position,Age,Height,Weight,Inf,Club,Division,Nat,2nd Nat,Home-Grown Status,Personality,Media Handling,Wage,Transfer Value,Asking Price,Preferred Foot,Yel,xG,Starts,Red,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,Mins,Gls/90,Conc,Gls,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Hdrs A,Apps,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,xSv %,xGP/90,xGP,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Fixed_Positions
14207518,GastÃ³n Ãvila,D (LC),24,182 cm,78 kg,,Ajax,Eredivisie,ARG,,-,Fairly Ambitious,"Outspoken, Media-friendly",89000.0,€85K - €11M,-,Left,2,1.15,19,0,0,-,0,-,-,-,0,1719,0.05,-,1,14,8,0.06,-0.15,0.03,0.65,-,-,6.89,0.00,1,126,19 (1),0.89,17,22,77%,0.37,43%,0.16,3,0.10,0.26,5,7,-,-,-,-,3.56,68,1.05,20,3.25,62,15.55,3.09,51.62,986,55.81,1066,92%,0.1,2,0.00,0,0.05,1,0%,2,0,0.1,2,0.10,2,0.47,1.73,33,4.45,67%,4.40,84,2.20,0,-,-,-,0.16,3,0.0km,204.7km,0.00,0,0.05,1,-,14%,1.2,23,1,0.07,0.99,19,0.05,6.60,"['DL', 'DC']"
2000102845,Mika Godts,"M (C), AM (RLC)",20,176 cm,62 kg,Inj,Ajax,Eredivisie,BEL,,-,Balanced,Media-friendly,57000.0,€88M - €105M,-,Right,0,2.99,14,0,1,-,0,-,-,-,0,1230,0.15,-,2,15,18,0.22,-0.99,0.17,2.26,-,-,6.89,0.00,5,77,14 (12),2.12,29,39,74%,1.98,22%,0.44,6,0.73,0.00,0,27,-,-,-,-,2.41,33,3.73,51,12.22,167,4.68,12.37,28.46,389,33.51,458,85%,1.9,26,0.73,10,3.51,48,60%,3,0,0.0,0,1.90,26,0.0,1.98,27,13.46,39%,2.20,30,3.44,1,-,-,-,2.27,31,0.0km,172.1km,0.73,10,3.51,48,20%,7%,0.73,10,6,1.26,0.22,3,0.37,5.63,"['MC', 'AMR', 'AML', 'AMC']"
2002044171,Jorthy Mokio,"D (LC), DM, M (C)",18,183 cm,72 kg,Int,Ajax,Eredivisie,BEL,,-,Balanced,Media-friendly,16750.0,€27M - €33M,-,Left Only,4,1.88,32,1,0,-,0,-,-,-,0,2540,-,-,0,17,7,0.07,-1.88,0.08,2.32,-,-,6.89,-,4,144,32 (2),1.77,50,60,83%,0.53,20%,0.11,3,0.18,0.50,14,15,-,-,-,-,4.64,131,1.45,41,4.61,130,16.12,4.15,55.91,1578,60.27,1701,93%,0.57,16,0.00,0,0.50,14,0%,2,0,0.21,6,0.57,16,0.5,1.88,53,6.91,64%,3.26,92,1.84,0,-,-,-,0.25,7,0.0km,337.0km,0.00,0,0.50,14,-,-,1.06,30,1,0.06,0.43,12,0.14,5.10,"['DL', 'DC', 'MC']"
28116414,VÃ­tÄzslav JaroÅ¡,GK,24,184 cm,77 kg,,Ajax,Eredivisie,CZE,,Trained in nation (15-21),,Scouting Required,13000.0,€450K - €45M,-,Right Only,0,0.0,47,0,5,-,0,0%,0,1,0,4260,-,33,0,0,12,0.0,0.0,0.0,0.0,0.70,25,7.12,-,0,-,47,0.00,0,1,0%,-,-,-,-,-,-,-,0,17,59,25,-2%,0.0,0,0.0,0,0.0,0,4.92,6.63,15.87,751,26.32,1246,60%,0.0,0,-,-,-,-,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-696%,0.23,11.05,-,0,0.0km,273.2km,-,-,-,-,-,-,7.06,-,0,-,-,-,-,-,[]
37079280,Youri Regeer,"D (RL), WB (R), DM, M (C)",22,177 cm,72 kg,,Ajax,Eredivisie,NED,,-,,Scouting Required,68500.0,€700K - €72M,-,Right,3,3.12,43,0,4,-,0,-,-,-,0,3972,0.05,-,2,39,23,0.07,-1.12,0.05,1.99,-,-,6.98,0.00,4,223,43 (3),2.56,113,144,78%,0.82,25%,0.20,9,0.27,0.29,13,36,-,-,-,-,5.82,257,2.38,105,8.56,378,11.08,14.32,40.65,1794,46.13,2036,88%,0.77,34,0.20,9,2.38,105,32%,3,1,0.11,5,0.91,40,0.45,2.13,94,17.2,66%,3.35,148,1.70,1,-,-,-,0.75,33,0.0km,543.3km,0.20,9,2.38,105,8%,6%,1.11,49,6,0.27,0.52,23,0.09,5.05,"['DR', 'DL', 'WBR', 'MC']"
58022177,Giorgi Shelia,GK,37,190 cm,89 kg,,Akhmat,MIR Rossiyskaya Premyer-Liga,GEO,RUS,-,,Scouting Required,30500.0,€16K - €55K,-,Left Only,0,0.94,35,0,2,-,0,25%,1,4,0,3150,-,32,0,3,20,0.03,-0.94,0.02,0.72,0.91,11,6.54,-,1,-,35,0.03,1,4,25%,0.11,0%,0.00,0,-,-,-,4,10,32,10,-2%,0.69,24,0.31,11,1.63,57,2.06,6.91,18.83,659,28.2,987,67%,0.11,4,-,-,-,-,-,0,0,0.03,1,0.11,4,0.0,0.43,15,2.03,-,-,-,-,-,-897%,-0.11,-3.93,0.09,3,0.0km,170.3km,-,-,-,-,-,-,3.14,-,2,0.14,-,-,0.03,-,[]
62137792,Miroslav Bogosavac,D/WB (L),29,176 cm,69 kg,,Akhmat,MIR Rossiyskaya Premyer-Liga,SRB,,-,,Scouting Required,109000.0,€800K - €78M,-,Left,1,2.19,37,2,1,-,0,-,-,-,0,3296,0.03,-,1,37,43,0.06,-1.19,0.09,3.28,-,-,7.04,0.00,3,98,37,2.43,89,102,87%,0.52,21%,0.11,4,0.08,0.38,14,19,-,-,-,-,3.19,117,1.34,49,5.52,202,5.87,7.02,30.36,1112,35.96,1317,84%,0.6,22,0.08,3,0.96,35,20%,1,0,0.08,3,0.60,22,0.16,1.50,55,8.44,64%,1.72,63,0.96,0,-,-,-,0.74,27,0.0km,266.1km,0.08,3,0.96,35,8%,5%,0.71,26,3,0.18,0.49,18,0.08,2.68,"['DL', 'WBL']"
93053376,Ismael,"DM, M (C)",31,169 cm,68 kg,,Akhmat,MIR Rossiyskaya Premyer-Liga,BRA,,-,,Scouting Required,37500.0,€180K - €18M,-,Right,4,1.08,33,1,0,-,0,-,-,-,0,2959,-,-,0,58,33,0.03,-1.08,0.14,4.51,-,-,6.84,-,7,61,33 (2),2.10,69,86,80%,0.40,8%,0.03,1,0.06,0.09,3,13,-,-,-,-,3.25,107,2.01,66,6.14,202,7.18,5.63,35.25,1159,41.46,1363,85%,0.79,26,0.03,1,0.30,10,43%,1,0,0.06,2,0.85,28,0.06,1.19,39,8.09,41%,0.76,25,1.09,0,-,-,-,0.40,13,0.0km,276.5km,0.67,22,3.04,100,10%,-,0.49,16,2,0.09,0.21,7,0.21,1.86,['MC']
14118232,Brian Mansilla,"M/AM (L), ST (C)",29,178 cm,75 kg,,Akhmat,MIR Rossiyskaya Premyer-Liga,ARG,,-,,Scouting Required,66500.0,€650K - €66M,-,Left,0,4.66,31,1,2,-,0,-,-,-,0,2586,0.17,-,5,41,31,0.16,0.34,0.07,1.97,-,-,7.13,0.00,2,113,31,2.44,70,89,79%,1.43,51%,0.73,21,0.10,0.00,0,41,-,-,-,-,1.64,47,2.12,61,7.83,225,2.78,12.15,21.09,606,27.01,776,78%,1.08,31,0.31,9,2.16,62,31%,2,0,0.03,1,1.08,31,0.17,1.01,29,8.18,27%,1.04,30,2.89,0,-,-,-,0.90,26,0.0km,216.4km,0.31,9,2.16,62,14%,12%,0.45,13,1,0.12,0.17,5,0.07,3.93,"['ML', 'AML', 'STC']"
21027693,Darko TodoroviÄ,D/WB (R),29,174 cm,70 kg,,Akhmat,MIR Rossiyskaya Premyer-Liga,BIH,,-,,Scouting Required,92500.0,€35M - €72M,-,Right,1,2.0,38,0,0,-,0,-,-,-,0,3420,0.03,-,1,22,51,0.05,-1.0,0.15,5.52,-,-,7.06,0.00,3,91,38,2.34,89,99,90%,0.58,14%,0.08,3,0.13,0.45,17,22,-,-,-,-,3.18,121,1.45,55,5.03,191,6.63,7.66,29.08,1105,35.21,1338,83%,0.5,19,0.16,6,1.39,53,37%,4,0,0.05,2,1.03,39,0.21,1.37,52,7.89,63%,1.50,57,0.89,1,-,-,-,0.74,28,0.0km,268.1km,0.58,22,3.11,118,11%,5%,0.66,25,5,0.37,0.34,13,0.08,2.39,"['DR', 'WBR']"
8085570,Artem Dzyuba,ST (C),37,196 cm,93 kg,Ret,Akron,MIR Rossiyskaya Premyer-Liga,RUS,,-,,Scouting Required,65000.0,€0 - €70K,-,Right,0,9.46,31,1,1,100%,1,-,-,-,1,2572,0.14,-,4,29,23,0.33,-5.46,0.09,2.49,-,-,6.6,0.00,5,93,31 (1),0.84,24,40,60%,3.22,42%,1.36,39,0.38,0.00,0,92,-,-,-,-,0.35,10,0.45,13,2.8,80,1.05,6.51,14.87,425,20.47,585,73%,0.35,10,0.07,2,0.35,10,20%,2,0,0.0,0,0.35,10,0.0,0.35,10,2.27,39%,1.26,36,1.99,0,-,-,-,0.24,7,0.0km,123.7km,0.07,2,0.35,10,20%,4%,0.24,7,0,-,0.03,1,0.17,3.25,['STC']
66029640,Hwang Ui-Jo,"AM (L), ST (C)",33,185 cm,80 kg,,Alanyaspor,Trendyol SÃ¼per Lig,KOR,,-,,Scouting Required,26000.0,€500K - €52M,-,Right,1,2.68,3,0,1,-,0,-,-,-,0,733,0.37,-,3,7,12,0.33,0.32,0.08,0.69,-,-,6.68,0.00,1,64,3 (21),2.46,20,22,91%,2.58,43%,1.11,9,0.61,0.00,0,21,-,-,-,-,1.6,13,2.82,23,10.07,82,1.72,20.75,22.96,187,26.77,218,86%,1.11,9,0.49,4,1.47,12,33%,3,0,0.0,0,1.11,9,0.0,0.98,8,9.09,22%,1.72,14,6.14,2,-,-,-,1.11,9,0.0km,95.8km,0.49,4,1.47,12,33%,14%,0.61,5,2,0.27,0.12,1,0.12,7.86,"['AML', 'STC']"
19197239,Bruno Viana,D (C),31,182 cm,83 kg,Inj,Alanyaspor,Trendyol SÃ¼per Lig,BRA,,-,,Scouting Required,24500.0,€100K - €1M,-,Right,3,1.06,27,0,1,-,0,-,-,-,0,2430,-,-,0,13,11,0.04,-1.06,0.05,1.38,-,-,6.85,-,4,196,27,1.00,27,35,77%,0.44,17%,0.07,2,0.19,1.15,31,12,-,-,-,-,4.26,115,1.04,28,3.04,82,16.78,2.56,56.0,1512,61.26,1654,91%,0.3,8,0.04,1,0.22,6,20%,0,0,0.22,6,0.30,8,0.74,1.81,49,5.19,65%,4.70,127,2.56,0,-,-,-,0.07,2,0.0km,313.8km,0.04,1,0.22,6,16%,-,1.33,36,3,0.12,0.70,19,0.15,7.26,['DC']
19014205,Paulo Victor,GK,39,187 cm,75 kg,Ret,Alanyaspor,Trendyol SÃ¼per Lig,BRA,ITA,-,,Scouting Required,26500.0,€0,-,Left,0,0.0,34,0,3,-,0,17%,1,6,0,3018,-,39,0,0,15,0.0,0.0,0.0,0.0,1.16,12,6.73,-,0,-,34,0.03,1,6,17%,-,-,-,-,-,-,-,0,21,66,34,-1%,0.0,0,0.0,0,0.0,0,3.85,9.21,11.99,402,21.32,715,56%,0.0,0,-,-,-,-,-,0,2,0.0,0,-,0,0.0,-,0,0.03,-,-,-,-,-,-871%,0.32,10.65,-,0,0.0km,183.6km,-,-,-,-,-,-,7.31,-,0,-,-,-,-,-,[]
62083377,AndraÅ¾ Å porar,ST (C),32,186 cm,82 kg,,Alanyaspor,Trendyol SÃ¼per Lig,SVN,,-,,Scouting Required,58500.0,Not for Sale,-,Right,0,6.87,21,0,0,50%,2,-,-,-,4,1593,0.34,-,6,20,45,0.39,-0.87,0.06,0.99,-,-,6.74,0.00,0,167,21 (5),0.96,17,28,61%,2.66,49%,1.30,23,0.56,0.06,1,47,-,-,-,-,0.79,14,1.69,30,6.78,120,2.54,20.06,19.66,348,24.07,426,82%,0.51,9,0.06,1,0.51,9,11%,9,0,0.0,0,0.51,9,0.11,1.02,18,6.72,34%,3.22,57,6.21,1,-,-,-,1.02,18,0.0km,209.5km,0.06,1,0.51,9,11%,13%,0.4,7,6,0.35,0.11,2,-,9.44,['STC']
85145182,Nicolas Janvier,M/AM (C),27,172 cm,75 kg,,Alanyaspor,Trendyol SÃ¼per Lig,FRA,,-,,Scouting Required,48000.0,€325K - €33M,-,Right,0,1.85,35,0,0,-,0,-,-,-,0,2498,0.04,-,1,23,21,0.07,-0.85,0.18,4.92,-,-,6.82,0.00,4,110,35,1.69,47,61,77%,0.58,25%,0.14,4,0.07,0.04,1,16,-,-,-,-,3.46,96,2.59,72,11.13,309,11.46,13.19,37.87,1051,43.7,1213,87%,1.26,35,0.32,9,1.15,32,122%,6,0,0.0,0,1.30,36,0.07,1.41,39,9.51,16%,0.65,18,3.31,1,-,-,-,1.15,32,0.0km,334.7km,0.36,10,1.51,42,28%,6%,0.68,19,7,0.26,0.43,12,0.14,3.96,"['MC', 'AMC']"
52082234,GaÃ¯us Makouta,"DM, M (C)",28,180 cm,74 kg,Unh,Alanyaspor,Trendyol SÃ¼per Lig,CGO,FRA,-,,Scouting Required,32000.0,€82M - €13M,-,Right,5,4.23,33,0,1,-,0,-,-,-,0,2763,0.23,-,7,47,36,0.14,2.77,0.13,3.91,-,-,6.96,0.00,2,125,33,1.73,53,62,85%,1.56,42%,0.65,20,0.36,0.00,0,48,-,-,-,-,3.29,101,2.41,74,11.37,349,15.34,10.07,38.27,1175,43.39,1332,88%,0.98,30,0.03,1,0.65,20,5%,3,0,0.0,0,1.30,40,0.33,1.69,52,11.5,54%,2.21,68,1.86,0,-,-,-,1.21,37,0.0km,384.7km,0.03,1,0.68,21,5%,15%,0.88,27,6,0.20,0.49,15,0.07,4.07,['MC']
55038681,Rony Lopes,"M (R), AM (RLC)",30,174 cm,73 kg,Inj,Alanyaspor,Trendyol SÃ¼per Lig,POR,BRA,-,,Scouting Required,31500.0,€700K - €16M,-,Left,4,5.52,34,0,0,-,0,-,-,-,0,2337,0.15,-,4,38,54,0.21,-1.52,0.18,4.66,-,-,6.98,0.00,1,121,34,1.77,46,56,82%,1.89,43%,0.81,21,0.27,0.00,0,49,-,-,-,-,2.7,70,2.58,67,11.9,309,6.08,14.63,28.15,731,33.7,875,84%,1.62,42,0.50,13,3.89,101,17%,11,0,0.0,0,2.58,67,0.0,1.66,43,12.36,24%,1.12,29,3.54,0,-,-,-,2.81,73,0.0km,321.4km,1.93,50,11.67,303,12%,8%,0.73,19,8,0.32,0.23,6,0.04,4.66,"['MR', 'AMR', 'AML', 'AMC']"
2000172723,Baran Mogultay,D/WB/M (L),22,181 cm,70 kg,,Alanyaspor,Trendyol SÃ¼per Lig,TUR,GER,-,,Scouting Required,5000.0,€2K - €22K,-,Left,2,0.18,34,0,0,-,0,-,-,-,0,2960,-,-,0,28,36,0.01,-0.18,0.06,1.83,-,-,6.71,-,5,115,34,2.22,73,97,75%,0.09,0%,0.00,0,0.09,0.12,4,3,-,-,-,-,5.35,176,2.13,70,8.97,295,9.0,20.43,40.35,1327,45.94,1511,88%,1.19,39,0.30,10,2.16,71,54%,2,0,0.09,3,1.19,39,0.12,3.01,99,13.41,49%,1.70,56,1.79,0,-,-,-,1.43,47,0.0km,402.9km,0.30,10,2.16,71,14%,-,1.4,46,2,0.06,0.70,23,0.15,3.50,"['DL', 'WBL', 'ML']"
85137293,Youssef AÃ¯t Bennasser,"DM, M (C)",29,184 cm,78 kg,,Alanyaspor,Trendyol SÃ¼per Lig,MAR,FRA,-,,Scouting Required,26500.0,€550K - €17M,-,Right,1,1.29,34,0,3,-,0,-,-,-,0,2850,0.13,-,4,32,23,0.04,2.71,0.23,7.22,-,-,6.86,0.00,5,113,34,1.80,57,67,85%,0.32,50%,0.16,5,0.06,0.09,3,10,-,-,-,-,4.07,129,2.53,80,9.76,309,12.47,7.58,44.34,1404,49.07,1554,90%,0.92,29,0.03,1,0.25,8,13%,1,0,0.16,5,0.92,29,0.19,1.55,49,10.2,42%,1.48,47,2.08,0,-,-,-,0.69,22,0.0km,400.6km,0.03,1,0.25,8,12%,40%,1.07,34,5,0.16,0.54,17,0.16,3.57,['MC']
92090147,GÃ¼ven YalÃ§Ä±n,"AM (LC), ST (C)",27,185 cm,80 kg,,Alanyaspor,Trendyol SÃ¼per Lig,TUR,GER,-,,Scouting Required,26500.0,€250K - €26M,-,Right,3,5.97,34,0,2,-,0,-,-,-,0,2822,0.26,-,8,51,37,0.19,2.03,0.1,3.03,-,-,6.85,0.00,0,188,34 (1),2.07,65,86,76%,1.75,35%,0.61,19,0.51,0.00,0,55,-,-,-,-,2.01,63,3.09,97,12.76,400,5.39,19.04,25.9,812,30.81,966,84%,1.02,32,0.45,14,2.71,85,17%,13,0,0.03,1,1.02,32,0.1,1.53,48,14.57,36%,2.17,68,3.83,3,-,-,-,2.26,71,0.0km,383.4km,0.45,14,2.71,85,16%,15%,0.89,28,10,0.33,0.35,11,-,6.00,"['AML', 'AMC', 'STC']"
67216151,Toni MartÃ­nez,ST (C),28,187 cm,82 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,124000.0,€82M - €105M,-,Right,5,10.81,31,0,3,100%,1,-,-,-,1,2678,0.64,-,19,38,72,0.36,8.19,0.11,3.25,-,-,6.84,0.00,2,223,31 (1),1.04,31,46,67%,3.66,50%,1.81,54,1.01,0.00,0,109,-,-,-,-,0.87,26,1.68,50,6.79,202,1.98,20.7,18.25,543,21.41,637,85%,0.67,20,0.00,0,0.44,13,0%,10,0,0.0,0,0.67,20,0.1,1.11,33,6.72,36%,2.69,80,4.81,4,-,-,-,0.67,20,0.0km,354.1km,0.00,0,0.44,13,-,17%,0.44,13,3,1.07,0.03,1,0.07,7.49,['STC']
67256515,Antonio Blanco,"DM, M (C)",25,175 cm,62 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,Ambitious,Media-friendly,42500.0,€78M - €10M,-,Right,2,0.65,31,0,0,-,0,-,-,-,0,2282,-,-,0,18,20,0.03,-0.65,0.06,1.61,-,-,6.85,-,1,66,31,2.01,51,66,77%,0.35,33%,0.12,3,0.12,0.08,2,9,-,-,-,-,3.79,96,2.72,69,10.61,269,11.87,8.44,45.71,1159,51.23,1299,89%,0.63,16,0.04,1,0.43,11,9%,0,0,0.04,1,0.79,20,0.0,1.58,40,11.6,47%,1.22,31,1.38,1,-,-,-,0.79,20,0.0km,323.1km,0.04,1,0.43,11,9%,-,0.59,15,5,0.20,0.43,11,0.04,2.60,['MC']
67269422,Jon Pacheco,D (C),25,184 cm,77 kg,,AlavÃ©s,LaLiga EA Sports,ESP,BAS,-,,Scouting Required,51000.0,€47M - €74M,-,Left,7,0.48,31,0,1,-,0,-,-,-,0,2584,-,-,0,25,17,0.02,-0.48,0.08,2.33,-,-,6.71,-,1,229,31,1.32,38,51,75%,0.21,17%,0.03,1,0.07,0.87,25,6,-,-,-,-,3.73,107,1.46,42,3.52,101,15.15,4.49,53.71,1542,61.02,1752,88%,0.21,6,0.10,3,0.59,17,48%,0,1,0.31,9,0.21,6,0.91,1.71,49,6.48,67%,5.36,154,2.61,1,-,-,-,0.31,9,0.0km,326.5km,0.10,3,0.59,17,17%,-,1.39,40,2,0.08,0.38,11,0.03,7.98,['DC']
62127145,Nikola MaraÅ¡,D (C),30,189 cm,81 kg,,AlavÃ©s,LaLiga EA Sports,SRB,,-,,Scouting Required,51500.0,€28M - €6M,-,Right,2,0.83,21,0,1,-,0,-,-,-,0,2026,0.04,-,1,21,8,0.04,0.17,0.09,1.98,-,-,6.72,0.00,0,173,21 (5),1.20,27,33,82%,0.58,23%,0.13,3,0.22,0.80,18,13,-,-,-,-,4.13,93,1.2,27,3.15,71,15.1,4.04,53.75,1210,60.1,1353,89%,0.04,1,0.00,0,0.09,2,0%,1,0,0.09,2,0.04,1,1.24,0.98,22,4.93,75%,5.73,129,1.95,0,-,-,-,0.31,7,0.0km,247.2km,0.00,0,0.09,2,-,8%,0.98,22,3,0.34,0.36,8,-,7.69,['DC']
67246381,Ander Guevara,"DM, M (C)",28,180 cm,73 kg,Inj,AlavÃ©s,LaLiga EA Sports,ESP,BAS,-,,Scouting Required,105000.0,€12M - €15M,-,Right,1,2.53,29,0,0,-,0,-,-,-,0,2746,0.10,-,3,34,20,0.08,0.47,0.15,4.44,-,-,6.95,0.00,5,108,29 (9),2.56,78,94,83%,0.69,29%,0.20,6,0.10,0.20,6,21,-,-,-,-,4.82,147,3.05,93,10.52,321,10.98,6.62,44.18,1348,50.44,1539,88%,1.28,39,0.10,3,0.49,15,75%,1,0,0.03,1,1.28,39,0.26,1.25,38,11.73,53%,1.87,57,1.67,0,-,-,-,0.52,16,0.0km,386.6km,0.10,3,0.49,15,20%,14%,0.88,27,14,1.11,0.29,9,0.16,3.54,['MC']
67258842,Carlos Vicente,M/AM (R),27,179 cm,74 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,150000.0,€10M - €16M,-,Right,1,4.11,37,0,1,-,0,-,-,-,0,2986,0.03,-,1,42,39,0.12,-3.11,0.19,6.31,-,-,6.96,0.00,5,154,37,2.59,86,115,75%,1.57,38%,0.60,20,0.60,0.00,0,52,-,-,-,-,2.68,89,3.98,132,13.23,439,5.15,20.5,32.34,1073,38.76,1286,83%,1.39,46,0.78,26,3.59,119,22%,9,0,0.0,0,1.39,46,0.15,2.11,70,15.22,44%,2.05,68,2.59,1,-,-,-,3.07,102,0.0km,429.4km,0.78,26,3.86,128,21%,2%,0.54,18,16,0.99,0.30,10,0.15,4.64,"['MR', 'AMR']"
67107819,Denis SuÃ¡rez,M/AM (LC),32,178 cm,66 kg,Inj,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,21500.0,€35K - €375K,-,Right,1,1.44,5,0,0,-,0,-,-,-,0,1023,0.09,-,1,9,6,0.13,-0.44,0.17,1.95,-,-,6.66,0.00,1,57,5 (23),1.76,20,25,80%,1.32,33%,0.44,5,0.35,0.00,0,15,-,-,-,-,1.94,22,2.55,29,11.7,133,7.65,22.35,27.54,313,31.5,358,87%,0.97,11,0.26,3,2.90,33,11%,3,0,0.0,0,1.06,12,0.0,1.32,15,11.96,30%,1.50,17,3.52,1,-,-,-,1.14,13,0.0km,139.1km,0.35,4,3.26,37,9%,7%,0.53,6,5,0.47,0.18,2,0.09,5.01,"['ML', 'MC', 'AML', 'AMC']"
14153906,Nahuel Tenaglia,"D (RLC), WB (R)",30,182 cm,70 kg,,AlavÃ©s,LaLiga EA Sports,ARG,ITA,-,,Scouting Required,69500.0,€800K - €78M,-,Right,4,3.31,31,0,1,-,0,-,-,-,0,2741,0.03,-,1,24,22,0.11,-2.31,0.08,2.55,-,-,6.84,0.00,3,153,31 (4),1.71,52,70,74%,0.85,27%,0.23,7,0.20,0.59,18,26,-,-,-,-,5.55,169,1.61,49,6.47,197,13.07,8.6,51.62,1572,55.62,1694,93%,0.79,24,0.16,5,0.85,26,43%,0,0,0.13,4,0.79,24,0.39,2.04,62,10.7,63%,3.15,96,1.87,0,-,-,-,0.53,16,0.0km,364.3km,0.16,5,0.85,26,19%,4%,1.02,31,5,0.18,0.62,19,0.10,5.02,"['DR', 'DL', 'DC', 'WBR']"
2000190105,Diego Morcillo,ST (C),22,185 cm,74 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,15500.0,€19M - €42M,-,Right Only,1,3.22,2,0,0,100%,1,-,-,-,1,506,1.07,-,6,9,11,0.57,2.78,0.04,0.2,-,-,6.75,0.00,1,68,2 (17),1.07,6,9,67%,3.56,60%,2.13,12,0.36,0.00,0,20,-,-,-,-,0.53,3,2.13,12,6.94,39,0.89,23.48,17.43,98,21.34,120,82%,0.53,3,0.00,0,0.71,4,0%,2,0,0.0,0,0.53,3,0.0,0.89,5,6.23,32%,3.91,22,8.18,0,-,-,-,0.71,4,0.0km,68.0km,0.00,0,0.71,4,-,30%,0.36,2,1,0.24,-,0,0.18,12.09,['STC']
67213011,Carles AleÃ±Ã¡,M/AM (C),28,180 cm,73 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,68000.0,€11M - €14M,-,Left,0,4.76,12,0,3,-,0,-,-,-,0,1183,0.08,-,1,14,7,0.36,-3.76,0.13,1.7,-,-,7.07,0.00,4,44,12 (10),1.90,25,31,81%,2.51,36%,0.91,12,0.68,0.00,0,33,-,-,-,-,3.73,49,2.89,38,12.4,163,10.96,13.92,38.11,501,43.97,578,87%,1.9,25,0.30,4,1.14,15,50%,2,0,0.15,2,2.89,38,0.0,2.05,27,11.87,25%,0.84,11,2.51,0,-,-,-,2.36,31,0.0km,173.0km,1.90,25,10.35,136,26%,3%,0.38,5,3,0.64,0.08,1,0.30,3.35,"['MC', 'AMC']"
67144651,Jonny,D/WB (RL),32,175 cm,69 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,74000.0,€500K - €5M,-,Right,7,2.08,24,1,0,-,0,-,-,-,0,2027,0.09,-,2,33,17,0.09,-0.08,0.06,1.44,-,-,6.86,0.00,3,145,24,2.53,57,71,80%,0.84,32%,0.27,6,0.18,0.84,19,19,-,-,-,-,5.51,124,2.84,64,8.61,194,11.19,11.59,44.93,1012,49.82,1122,90%,0.89,20,0.27,6,2.35,53,12%,3,0,0.13,3,0.89,20,0.67,2.31,52,16.74,51%,3.29,74,3.15,0,-,-,-,0.80,18,0.0km,288.0km,0.27,6,2.35,53,11%,11%,1.11,25,4,1.25,0.58,13,0.13,6.44,"['DR', 'DL', 'WBR', 'WBL']"
49044569,Moussa Diarra,"D (LC), DM",25,183 cm,73 kg,,AlavÃ©s,LaLiga EA Sports,MLI,FRA,-,,Scouting Required,23500.0,€39M - €8M,-,Left,4,0.84,35,0,2,-,0,-,-,-,0,3081,-,-,0,38,31,0.02,-0.84,0.08,2.69,-,-,6.86,-,3,171,35,2.86,98,133,74%,0.26,0%,0.00,0,0.15,0.50,17,9,-,-,-,-,6.46,221,2.16,74,8.88,304,10.72,13.52,42.06,1440,47.18,1615,89%,1.14,39,0.26,9,1.93,66,17%,0,0,0.18,6,1.14,39,0.61,2.37,81,15.6,70%,3.51,120,1.49,0,-,-,-,1.11,38,0.0km,439.2km,0.26,9,1.93,66,13%,-,1.02,35,6,0.19,0.93,32,0.09,5.00,"['DL', 'DC']"
